0	0.941738
0.000469668	0.929411
0.00187239	0.916746
0.00419874	0.903741
0.00743929	0.890388
0.0115846	0.876681
0.0166253	0.862612
0.0225519	0.848172
0.029355	0.833353
0.0370252	0.818143
0.0455531	0.802534
0.0549292	0.786515
0.0651441	0.770078
0.0761883	0.753212
0.0880526	0.73591
0.100727	0.718163
0.114203	0.699965
0.128471	0.681311
0.143521	0.662196
0.159343	0.642617
0.175929	0.622573
0.193269	0.602066
0.211354	0.581097
0.230173	0.559671
0.249719	0.537796
0.269981	0.51548
0.290949	0.492734
0.312615	0.469574
0.334969	0.446015
0.358002	0.422078
0.381704	0.397782
0.406065	0.373154
0.431077	0.34822
0.456729	0.32301
0.483014	0.297556
0.50992	0.271894
0.537439	0.246061
0.565561	0.220098
0.594276	0.194046
0.623576	0.167949
0.653451	0.141856
0.683892	0.115814
0.714888	0.089873
0.746431	0.0640859
0.778512	0.0385056
0.81112	0.0131867
0.844246	-0.0118154
0.877882	-0.0364443
0.912017	-0.0606433
0.946642	-0.0843551
0.981748	-0.107523
1.01732	-0.130089
1.05336	-0.151997
1.08985	-0.173191
1.12679	-0.193615
1.16416	-0.213215
1.20195	-0.231937
1.24015	-0.249731
1.27877	-0.266545
1.31777	-0.282331
1.35717	-0.297042
1.39694	-0.310634
1.43708	-0.323064
1.47757	-0.334292
1.51842	-0.34428
1.5596	-0.352993
1.60112	-0.360398
1.64295	-0.366465
1.6851	-0.371168
1.72755	-0.374481
1.77029	-0.376385
1.81331	-0.376861
1.85661	-0.375895
1.90017	-0.373475
1.94398	-0.369594
1.98804	-0.364249
2.03233	-0.357439
2.07686	-0.349168
2.12159	-0.339446
2.16654	-0.328285
2.21168	-0.315704
2.25701	-0.301725
2.30252	-0.286378
2.3482	-0.269698
2.39404	-0.251724
2.44004	-0.232505
2.48617	-0.212096
2.53243	-0.190557
2.57882	-0.167959
2.62532	-0.144379
2.67192	-0.119902
2.71862	-0.094622
2.76541	-0.0686409
2.81226	-0.0420689
2.85919	-0.0150244
2.90617	0.0123667
2.9532	0.0399714
3.00026	0.0676501
3.04736	0.0952575
3.09447	0.122644
3.14159	0.149656
3.18871	0.176137
3.23583	0.201932
3.28292	0.226885
3.32999	0.250843
3.37702	0.273655
3.424	0.295179
3.47092	0.315278
3.51778	0.333823
3.56456	0.350697
3.61126	0.365795
3.65786	0.37902
3.70436	0.390294
3.75075	0.39955
3.79702	0.406736
3.84315	0.411815
3.88914	0.414764
3.93498	0.415576
3.98066	0.414258
4.02617	0.41083
4.0715	0.405326
4.11665	0.397789
4.16159	0.388277
4.20633	0.376856
4.25085	0.363601
4.29515	0.348593
4.33921	0.331923
4.38302	0.313685
4.42658	0.293977
4.46988	0.272901
4.5129	0.250561
4.55564	0.227062
4.59809	0.202511
4.64023	0.177012
4.68207	0.150671
4.72358	0.12359
4.76477	0.0958709
4.80561	0.0676118
4.84611	0.038909
4.88625	0.00985537
4.92602	-0.0194592
4.96541	-0.0489485
5.00442	-0.0785296
5.04303	-0.108123
5.08124	-0.137655
5.11903	-0.167051
5.1564	-0.196246
5.19333	-0.225174
5.22982	-0.253775
5.26586	-0.281993
5.30144	-0.309776
5.33654	-0.337074
5.37117	-0.363842
5.4053	-0.390039
5.43894	-0.415628
5.47207	-0.440574
5.50467	-0.464848
5.53675	-0.488422
5.5683	-0.511274
5.59929	-0.533385
5.62973	-0.554738
5.65961	-0.575323
5.68891	-0.595129
5.71762	-0.614151
5.74575	-0.632387
5.77327	-0.649839
5.80017	-0.666509
5.82646	-0.682406
5.85211	-0.69754
5.87712	-0.711922
5.90148	-0.725569
5.92518	-0.738499
5.94822	-0.750732
5.97057	-0.762292
5.99224	-0.773202
6.0132	-0.78349
6.03347	-0.793185
6.05301	-0.802316
6.07183	-0.810918
6.08992	-0.819022
6.10726	-0.826663
6.12384	-0.833879
6.13966	-0.840704
6.15471	-0.847179
6.16898	-0.85334
6.18246	-0.859228
6.19513	-0.864882
6.207	-0.870341
6.21804	-0.875647
6.22826	-0.88084
6.23763	-0.885959
6.24616	-0.891045
6.25383	-0.896139
6.26063	-0.901278
6.26656	-0.906503
6.2716	-0.911852
6.27575	-0.917363
6.27899	-0.923071
6.28131	-0.929014
6.28272	-0.935225
