# This file contains the data of final population
# of objectives = 2, # of constraints = 1, # of real_var = 5, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-8.688161e-01	1.583299e+00	1.705303e-13	4.614822e-01	4.329404e-01	4.999996e-01	2.999978e-01	1.205036e+02	0.000000e+00	1	1.000000e+14
-8.972894e-01	2.199948e+00	2.000000e+00	4.321809e-01	4.998818e-01	4.999967e-01	2.999999e-01	1.151821e+02	0.000000e+00	1	1.000000e+14
-8.711872e-01	1.592199e+00	1.705303e-13	4.748138e-01	4.360821e-01	4.999997e-01	2.999997e-01	1.180001e+02	0.000000e+00	1	2.763548e-02
-8.971007e-01	2.167203e+00	1.000000e+00	4.334954e-01	4.970692e-01	4.999987e-01	2.999997e-01	1.153082e+02	0.000000e+00	1	2.508049e-02
-8.701038e-01	1.591384e+00	1.705303e-13	4.612121e-01	4.341342e-01	4.999990e-01	2.999648e-01	1.203707e+02	0.000000e+00	1	2.133063e-02
-8.970470e-01	2.143599e+00	2.000000e+00	4.376680e-01	4.950313e-01	5.000000e-01	2.999999e-01	1.152289e+02	0.000000e+00	1	2.021425e-02
-8.930989e-01	1.899279e+00	1.705303e-13	4.579759e-01	4.715000e-01	4.999974e-01	2.999999e-01	1.152951e+02	0.000000e+00	1	2.016800e-02
-8.726723e-01	1.599976e+00	1.705303e-13	4.748032e-01	4.372681e-01	4.999999e-01	2.999996e-01	1.177283e+02	0.000000e+00	1	1.952128e-02
-8.816582e-01	1.677919e+00	1.705303e-13	4.698808e-01	4.475781e-01	4.999378e-01	2.999995e-01	1.169815e+02	0.000000e+00	1	1.793948e-02
-8.889894e-01	1.790248e+00	1.705303e-13	4.582872e-01	4.604221e-01	4.999998e-01	2.999985e-01	1.169416e+02	0.000000e+00	1	1.650764e-02
-8.820614e-01	1.683009e+00	1.705303e-13	4.681014e-01	4.482422e-01	4.999973e-01	2.999992e-01	1.172511e+02	0.000000e+00	1	1.649242e-02
-8.797076e-01	1.657302e+00	1.705303e-13	4.714361e-01	4.450694e-01	4.999981e-01	2.999999e-01	1.171574e+02	0.000000e+00	1	1.595387e-02
-8.742326e-01	1.610357e+00	1.705303e-13	4.792377e-01	4.392185e-01	4.999987e-01	3.000000e-01	1.167757e+02	0.000000e+00	1	1.549109e-02
-8.964403e-01	2.080618e+00	2.000000e+00	4.556898e-01	4.881870e-01	5.000000e-01	2.999998e-01	1.133711e+02	0.000000e+00	1	1.517961e-02
-8.944201e-01	1.952815e+00	1.000000e+00	4.563044e-01	4.768244e-01	4.999996e-01	2.999997e-01	1.149571e+02	0.000000e+00	1	1.504873e-02
-8.769321e-01	1.632218e+00	1.705303e-13	4.764325e-01	4.420140e-01	4.999983e-01	3.000000e-01	1.168385e+02	0.000000e+00	1	1.500039e-02
-8.932681e-01	1.908970e+00	2.000000e+00	4.564301e-01	4.727869e-01	5.000000e-01	2.999970e-01	1.157542e+02	0.000000e+00	1	1.496342e-02
-8.967805e-01	2.109653e+00	2.000000e+00	4.399266e-01	4.920585e-01	4.999942e-01	2.999984e-01	1.153728e+02	0.000000e+00	1	1.494746e-02
-8.892304e-01	1.797470e+00	1.705303e-13	4.665905e-01	4.607988e-01	4.999994e-01	2.999975e-01	1.155552e+02	0.000000e+00	1	1.493825e-02
-8.722424e-01	1.597980e+00	1.705303e-13	4.743718e-01	4.369090e-01	4.999954e-01	2.999993e-01	1.178850e+02	0.000000e+00	1	1.461265e-02
-8.971457e-01	2.172391e+00	1.000000e+00	4.338334e-01	4.974942e-01	4.999990e-01	2.999996e-01	1.152289e+02	0.000000e+00	1	1.384818e-02
-8.963866e-01	2.069514e+00	2.000000e+00	4.478436e-01	4.880022e-01	5.000000e-01	3.000000e-01	1.147288e+02	0.000000e+00	1	1.358624e-02
-8.879910e-01	1.771269e+00	1.705303e-13	4.592597e-01	4.583678e-01	4.999997e-01	2.999995e-01	1.171451e+02	0.000000e+00	1	1.331574e-02
-8.835984e-01	1.705181e+00	1.000000e+00	4.659836e-01	4.508843e-01	4.999987e-01	2.999996e-01	1.173661e+02	0.000000e+00	1	1.328105e-02
-8.730970e-01	1.603547e+00	1.705303e-13	4.724583e-01	4.375244e-01	4.999984e-01	2.999999e-01	1.180545e+02	0.000000e+00	1	1.324618e-02
-8.972856e-01	2.188038e+00	2.000000e+00	4.333095e-01	4.989713e-01	5.000000e-01	2.999999e-01	1.152882e+02	0.000000e+00	1	1.324487e-02
-8.947991e-01	1.971233e+00	2.000000e+00	4.547875e-01	4.787866e-01	4.999992e-01	2.999993e-01	1.151133e+02	0.000000e+00	1	1.320082e-02
-8.960297e-01	2.043207e+00	1.000000e+00	4.488314e-01	4.854808e-01	4.999950e-01	2.999992e-01	1.147517e+02	0.000000e+00	1	1.319707e-02
-8.746814e-01	1.613457e+00	1.705303e-13	4.789016e-01	4.396285e-01	4.999917e-01	2.999997e-01	1.167536e+02	0.000000e+00	1	1.305910e-02
-8.940245e-01	1.938116e+00	2.000000e+00	4.585385e-01	4.754479e-01	4.999997e-01	2.999990e-01	1.150396e+02	0.000000e+00	1	1.295063e-02
-8.958477e-01	2.037839e+00	1.705303e-13	4.589175e-01	4.839868e-01	4.999943e-01	2.999971e-01	1.131778e+02	0.000000e+00	1	1.294940e-02
-8.786594e-01	1.646754e+00	1.705303e-13	4.722538e-01	4.436868e-01	4.999991e-01	2.999999e-01	1.171886e+02	0.000000e+00	1	1.293327e-02
-8.853769e-01	1.726126e+00	1.705303e-13	4.593466e-01	4.533498e-01	4.999997e-01	3.000000e-01	1.178407e+02	0.000000e+00	1	1.288063e-02
-8.691224e-01	1.586306e+00	1.705303e-13	4.614700e-01	4.333630e-01	4.999999e-01	2.999993e-01	1.205046e+02	0.000000e+00	1	1.276998e-02
-8.928452e-01	1.893254e+00	1.000000e+00	4.550446e-01	4.712636e-01	4.999965e-01	3.000000e-01	1.160824e+02	0.000000e+00	1	1.268185e-02
-8.950583e-01	1.983583e+00	1.000000e+00	4.535148e-01	4.799080e-01	5.000000e-01	2.999964e-01	1.150025e+02	0.000000e+00	1	1.267710e-02
-8.954197e-01	2.003166e+00	1.000000e+00	4.492001e-01	4.818742e-01	4.999945e-01	2.999992e-01	1.152097e+02	0.000000e+00	1	1.234522e-02
-8.953156e-01	1.997355e+00	1.705303e-13	4.527225e-01	4.810069e-01	4.999888e-01	2.999987e-01	1.146776e+02	0.000000e+00	1	1.205228e-02
-8.955752e-01	2.016512e+00	2.000000e+00	4.593763e-01	4.824139e-01	4.999966e-01	2.999998e-01	1.137241e+02	0.000000e+00	1	1.180937e-02
-8.926695e-01	1.884565e+00	1.705303e-13	4.550374e-01	4.702530e-01	4.999998e-01	2.999988e-01	1.159670e+02	0.000000e+00	1	1.180812e-02
-8.934019e-01	1.911171e+00	1.705303e-13	4.569277e-01	4.727869e-01	4.999955e-01	2.999970e-01	1.153846e+02	0.000000e+00	1	1.176537e-02
-8.857310e-01	1.734411e+00	1.705303e-13	4.593466e-01	4.543381e-01	4.999996e-01	2.999993e-01	1.178608e+02	0.000000e+00	1	1.168463e-02
-8.894376e-01	1.806912e+00	1.000000e+00	4.695954e-01	4.617362e-01	4.999911e-01	2.999999e-01	1.151646e+02	0.000000e+00	1	1.145920e-02
-8.696515e-01	1.588539e+00	1.705303e-13	4.613189e-01	4.337277e-01	4.999999e-01	2.999977e-01	1.204259e+02	0.000000e+00	1	1.145157e-02
-8.833669e-01	1.700245e+00	1.705303e-13	4.665389e-01	4.502710e-01	4.999987e-01	2.999996e-01	1.172514e+02	0.000000e+00	1	1.144464e-02
-8.947194e-01	1.964867e+00	1.705303e-13	4.517231e-01	4.780806e-01	5.000000e-01	2.999994e-01	1.152225e+02	0.000000e+00	1	1.138897e-02
-8.740415e-01	1.608211e+00	1.705303e-13	4.792377e-01	4.389304e-01	4.999923e-01	2.999999e-01	1.167757e+02	0.000000e+00	1	1.138530e-02
-8.894148e-01	1.799459e+00	1.705303e-13	4.615886e-01	4.612447e-01	4.999990e-01	2.999998e-01	1.162724e+02	0.000000e+00	1	1.129402e-02
