# This file contains the data of initial population
# of objectives = 2, # of constraints = 3, # of real_var = 7, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
-6.665056e-01	-6.820574e-01	-2.500000e+02	-1.797693e+308	-1.797693e+308	5.360661e-01	2.343034e-01	1.552688e-01	9.710960e-02	1.290597e+02	6.665056e-01	6.820574e-01	-inf	96	1.051680e-02
-9.969203e-01	-9.387206e-01	-2.500000e+02	-1.797693e+308	-1.797693e+308	6.592133e-01	1.721361e-01	3.692920e-01	1.783804e-01	1.277538e+02	9.969203e-01	9.387206e-01	-inf	96	6.020558e-03
-8.965007e-01	-7.425348e-01	-2.500000e+02	-1.797693e+308	-1.797693e+308	4.145817e-01	1.846761e-01	2.621432e-01	2.163950e-01	1.463721e+02	8.965007e-01	7.425348e-01	-inf	96	2.694851e-02
-7.311827e-01	-7.362367e-01	-2.500000e+02	-1.797693e+308	-1.797693e+308	3.095516e-01	2.195214e-01	1.785082e-01	1.740643e-01	1.206655e+02	7.311827e-01	7.362367e-01	-inf	96	2.040180e-02
-7.685697e-01	-8.185641e-01	-2.500000e+02	-1.797693e+308	-1.797693e+308	4.119699e-01	2.086153e-01	3.253136e-01	1.290266e-01	-1.657066e+02	7.685697e-01	8.185641e-01	-inf	96	2.028632e-02
-9.446770e-01	-6.655801e-01	-2.500000e+02	-1.797693e+308	-1.797693e+308	8.110151e-01	3.851088e-01	4.627017e-01	1.318441e-01	-1.746761e+02	9.446770e-01	6.655801e-01	-inf	96	1.157824e-02
-7.760319e-01	-8.351242e-01	-1.470000e+02	-6.300118e+00	-5.735412e+00	7.658525e-01	3.416523e-01	4.060689e-01	1.734705e-01	3.580255e+01	7.760319e-01	8.351242e-01	-1.590355e+02	44	1.000000e+14
-5.105654e-01	-6.071572e-01	-2.500000e+02	-1.797693e+308	-1.797693e+308	7.573282e-01	1.743720e-01	4.533152e-01	1.297177e-01	1.515395e+02	5.105654e-01	6.071572e-01	-inf	96	2.532142e-03
-5.928928e-01	-5.311603e-01	-2.310000e+02	2.366935e-01	2.373263e-01	6.345401e-01	3.429586e-01	1.985521e-01	2.153179e-01	-1.026154e+01	5.928928e-01	5.311603e-01	-2.310000e+02	75	1.000000e+14
-8.349032e-01	-7.483908e-01	-2.500000e+02	-1.797693e+308	-1.797693e+308	8.160363e-01	2.138265e-01	2.198275e-01	1.615657e-01	-1.239645e+02	8.349032e-01	7.483908e-01	-inf	96	1.691472e-02
