-6.880349e-01	9.542625e-01
-8.894525e-01	1.189971e+01
-7.075902e-01	9.621457e-01
-7.436029e-01	1.200137e+00
-7.465148e-01	2.706127e+00
-7.333724e-01	9.663950e-01
-8.886252e-01	1.007476e+01
-7.390114e-01	1.039583e+00
-7.875029e-01	3.023679e+00
-8.887264e-01	1.075391e+01
-8.873641e-01	8.687131e+00
-8.881196e-01	9.491516e+00
-8.093645e-01	3.364519e+00
-8.875818e-01	9.260236e+00
-7.490895e-01	2.706868e+00
-7.940118e-01	3.145962e+00
-8.309674e-01	3.744539e+00
-7.610293e-01	2.799777e+00
-7.557501e-01	2.792282e+00
-8.339106e-01	3.782202e+00
-7.826167e-01	3.017459e+00
-7.766255e-01	2.950224e+00
-8.892552e-01	1.147322e+01
-8.675866e-01	5.266751e+00
-8.657879e-01	5.208964e+00
-8.148542e-01	3.415524e+00
-8.270878e-01	3.613207e+00
-8.755811e-01	6.216272e+00
-7.739933e-01	2.925702e+00
-8.643624e-01	5.083043e+00
-7.333724e-01	9.663950e-01
-8.045516e-01	3.353544e+00
-7.970355e-01	3.197869e+00
-8.892792e-01	1.156381e+01
-8.890582e-01	1.120271e+01
-7.557501e-01	2.792282e+00
-8.851691e-01	8.119573e+00
-8.417559e-01	4.035729e+00
-8.194051e-01	3.564357e+00
-8.244079e-01	3.565930e+00
-7.826212e-01	3.017508e+00
-8.737936e-01	5.875197e+00
-8.849035e-01	7.870107e+00
-8.889988e-01	1.102181e+01
-8.866000e-01	8.381660e+00
-8.168938e-01	3.460870e+00
-8.801013e-01	6.836846e+00
-8.867607e-01	8.604756e+00
-8.183482e-01	3.486116e+00
-8.889318e-01	1.093017e+01
-8.004347e-01	3.251236e+00
-8.360542e-01	3.890772e+00
-8.434584e-01	4.070640e+00
-8.692840e-01	5.388138e+00
-8.893703e-01	1.177225e+01
-8.863607e-01	8.369248e+00
-7.647380e-01	2.835688e+00
-8.738799e-01	6.058830e+00
-8.244079e-01	3.565930e+00
-8.270878e-01	3.613207e+00
-8.712744e-01	5.647125e+00
-7.655867e-01	2.842891e+00
-8.637428e-01	5.006880e+00
-8.861983e-01	8.192304e+00
-8.788687e-01	6.612689e+00
-8.890451e-01	1.118294e+01
-8.566565e-01	4.610119e+00
-7.681255e-01	2.856005e+00
-8.361635e-01	3.891249e+00
-8.370833e-01	4.013919e+00
-8.846534e-01	7.760484e+00
-8.826275e-01	7.392074e+00
-7.766255e-01	2.950224e+00
-8.831974e-01	7.522312e+00
-8.149118e-01	3.416194e+00
-8.391576e-01	4.024783e+00
-8.878498e-01	9.262646e+00
-8.531391e-01	4.448374e+00
-8.796207e-01	6.715956e+00
-7.712462e-01	2.920821e+00
-8.878519e-01	9.402725e+00
-8.042842e-01	3.334838e+00
-8.700912e-01	5.455181e+00
-7.961218e-01	3.180194e+00
-7.952179e-01	3.146961e+00
-8.611836e-01	4.925825e+00
-8.797024e-01	6.721533e+00
-8.887935e-01	1.079390e+01
-8.587222e-01	4.750298e+00
-8.834552e-01	7.665661e+00
-8.708824e-01	5.552871e+00
-8.613403e-01	4.960189e+00
-8.762369e-01	6.319515e+00
-7.678906e-01	2.855837e+00
-8.194051e-01	3.564357e+00
-8.575536e-01	4.694013e+00
-8.894127e-01	1.180809e+01
-8.603564e-01	4.865656e+00
-8.598535e-01	4.788772e+00
-8.743163e-01	6.099892e+00
-8.849035e-01	7.870107e+00
-8.550456e-01	4.502341e+00
-7.700891e-01	2.916191e+00
-8.575539e-01	4.694016e+00
-8.026133e-01	3.305987e+00
-8.014310e-01	3.304251e+00
-8.376928e-01	4.022957e+00
-8.708963e-01	5.552882e+00
-8.867952e-01	8.612887e+00
-8.557194e-01	4.609881e+00
-8.554593e-01	4.510486e+00
-7.700891e-01	2.916191e+00
-8.765207e-01	6.394204e+00
-8.456362e-01	4.210586e+00
-8.820314e-01	7.214527e+00
-8.004347e-01	3.251236e+00
-8.811788e-01	7.134669e+00
-8.833819e-01	7.567126e+00
-8.525520e-01	4.389500e+00
-8.600729e-01	4.857946e+00
-8.721143e-01	5.782191e+00
-8.694220e-01	5.392399e+00
-8.715515e-01	5.755428e+00
-8.783744e-01	6.520313e+00
-8.437436e-01	4.153660e+00
-8.624911e-01	4.995573e+00
-8.700361e-01	5.448604e+00
-8.806430e-01	6.912264e+00
-8.538763e-01	4.473155e+00
-8.811608e-01	7.048046e+00
-8.810357e-01	6.966166e+00
-8.880621e-01	9.479888e+00
-8.853200e-01	8.133500e+00
-8.762369e-01	6.319515e+00
-8.842090e-01	7.666248e+00
-8.480142e-01	4.280057e+00
-8.879039e-01	9.412590e+00
-8.825840e-01	7.386655e+00
-8.774170e-01	6.495122e+00
-8.811697e-01	7.051476e+00
-8.492048e-01	4.340297e+00
-8.445013e-01	4.182224e+00
-8.508095e-01	4.367066e+00
-8.728209e-01	5.849883e+00
-8.820692e-01	7.258827e+00
-8.743163e-01	6.099892e+00
-8.391071e-01	4.024726e+00
-8.519576e-01	4.385942e+00
-8.806430e-01	6.912264e+00
-8.823839e-01	7.316750e+00
-8.714793e-01	5.712882e+00
-8.625132e-01	4.995721e+00
-8.503610e-01	4.344272e+00
-8.818384e-01	7.163650e+00
-8.770212e-01	6.438913e+00
-8.810242e-01	6.964084e+00
-8.822289e-01	7.286695e+00
-8.594096e-01	4.767744e+00
-7.333724e-01	9.663950e-01
-8.766467e-01	6.405476e+00
-8.466574e-01	4.236099e+00
-8.486940e-01	4.321050e+00
-8.844472e-01	7.722727e+00
-8.842400e-01	7.712841e+00
-8.857482e-01	8.178250e+00
-8.442649e-01	4.158735e+00
-8.722487e-01	5.819836e+00
-7.712462e-01	2.920821e+00
-8.772054e-01	6.451765e+00
-8.026133e-01	3.305987e+00
-8.470922e-01	4.264770e+00
-8.538579e-01	4.472932e+00
-8.813584e-01	7.147753e+00
-8.463523e-01	4.233140e+00
-8.786474e-01	6.584481e+00
-8.457796e-01	4.220490e+00
-8.785304e-01	6.568449e+00
-8.784356e-01	6.539304e+00
-8.728209e-01	5.849883e+00
-8.014310e-01	3.304251e+00
-8.773326e-01	6.488432e+00
-8.833316e-01	7.566576e+00
-8.590408e-01	4.758478e+00
-8.482814e-01	4.300471e+00
-7.647904e-01	2.836266e+00
-8.470922e-01	4.264770e+00
-8.831974e-01	7.522312e+00
-8.557309e-01	4.610049e+00
-8.505292e-01	4.345844e+00
-8.489281e-01	4.336827e+00
-8.715326e-01	5.712913e+00
-8.887889e-01	1.079108e+01
-8.741713e-01	6.086444e+00
-8.371695e-01	4.014071e+00
-8.445013e-01	4.182224e+00
-7.647380e-01	2.835688e+00
-8.861983e-01	8.192304e+00
-8.823839e-01	7.316750e+00
-8.893703e-01	1.177225e+01
-8.722487e-01	5.819836e+00
