-8.099869e-01	-7.641465e-01	2.000000e+00	5.598660e-02	5.921906e-03	3.000232e-01	3.736424e-01	3.980984e-01	2.167086e-01	1.420388e+02	8.099869e-01	7.641465e-01	0.000000e+00	1	6.474970e-03	0.900000	0.200000
-6.958230e-01	-8.521434e-01	1.000000e+00	1.300733e-01	1.935126e-02	3.000569e-01	3.720840e-01	3.991779e-01	2.238306e-01	1.420159e+02	6.958230e-01	8.521434e-01	0.000000e+00	1	4.982558e-03	0.900000	0.200000
-9.048427e-01	-6.291440e-01	1.705303e-13	2.405489e-01	2.979465e-02	3.002523e-01	3.644936e-01	3.936518e-01	2.233752e-01	1.421883e+02	9.048427e-01	6.291440e-01	0.000000e+00	1	2.245455e-03	0.900000	0.200000
-9.183089e-01	-5.956765e-01	2.000000e+00	1.675632e-01	3.007313e-03	3.000727e-01	3.641472e-01	3.973342e-01	2.248640e-01	1.461851e+02	9.183089e-01	5.956765e-01	0.000000e+00	1	0.000000e+00	0.900000	0.200000
-8.325685e-01	-7.276592e-01	2.000000e+00	1.460372e-02	4.606534e-03	3.053401e-01	3.762432e-01	4.057544e-01	2.170384e-01	1.420053e+02	8.325685e-01	7.276592e-01	0.000000e+00	1	4.525920e-02	0.900000	0.200000
-6.136490e-01	-9.297854e-01	1.000000e+00	1.981305e-01	1.152473e-03	3.006875e-01	3.757742e-01	3.902447e-01	2.357781e-01	1.417769e+02	6.136490e-01	9.297854e-01	0.000000e+00	1	0.000000e+00	0.900000	0.200000
-6.259845e-01	-9.260002e-01	1.705303e-13	1.063547e-01	7.517115e-04	3.005507e-01	3.757343e-01	4.023232e-01	2.264908e-01	1.413422e+02	6.259845e-01	9.260002e-01	0.000000e+00	1	2.660635e-02	0.900000	0.200000
-7.577017e-01	-8.090675e-01	1.705303e-13	1.314909e-02	1.449867e-02	3.002855e-01	3.744935e-01	3.997140e-01	2.120137e-01	1.416303e+02	7.577017e-01	8.090675e-01	0.000000e+00	1	3.411671e-02	0.900000	0.200000
-5.667776e-01	-9.819890e-01	1.705303e-13	1.256001e-01	1.031899e-03	3.003731e-01	3.787067e-01	4.067767e-01	2.360294e-01	1.413118e+02	5.667776e-01	9.819890e-01	0.000000e+00	1	3.843317e-03	0.900000	0.200000
-9.048026e-01	-6.650675e-01	2.000000e+00	1.872882e-01	2.099517e-03	3.002027e-01	3.635047e-01	3.896227e-01	2.145572e-01	1.425680e+02	9.048026e-01	6.650675e-01	0.000000e+00	1	1.213165e-02	0.900000	0.200000
-5.632167e-01	-9.865416e-01	1.705303e-13	1.754225e-01	2.385270e-03	3.000101e-01	3.724679e-01	4.045902e-01	2.422238e-01	1.420523e+02	5.632167e-01	9.865416e-01	0.000000e+00	1	1.722085e-03	0.900000	0.200000
-9.065094e-01	-6.208453e-01	1.000000e+00	2.062266e-01	1.175717e-02	3.000157e-01	3.644936e-01	3.981375e-01	2.233752e-01	1.433880e+02	9.065094e-01	6.208453e-01	0.000000e+00	1	1.026243e-02	0.900000	0.200000
-9.065094e-01	-6.208453e-01	1.000000e+00	2.062266e-01	1.175717e-02	3.000157e-01	3.644936e-01	3.981375e-01	2.233752e-01	1.433880e+02	9.065094e-01	6.208453e-01	0.000000e+00	1	2.042273e-02	0.900000	0.200000
-7.109777e-01	-8.458636e-01	1.000000e+00	1.532230e-02	2.127219e-03	3.014257e-01	3.781629e-01	4.056434e-01	2.209791e-01	1.418223e+02	7.109777e-01	8.458636e-01	0.000000e+00	1	2.650194e-02	0.900000	0.200000
-8.108673e-01	-7.508668e-01	1.705303e-13	5.606986e-02	5.881461e-03	3.050694e-01	3.735035e-01	4.048003e-01	2.172274e-01	1.420108e+02	8.108673e-01	7.508668e-01	0.000000e+00	1	2.192087e-02	0.900000	0.200000
-7.109777e-01	-8.458636e-01	1.000000e+00	1.532230e-02	2.127219e-03	3.014257e-01	3.781629e-01	4.056434e-01	2.209791e-01	1.418223e+02	7.109777e-01	8.458636e-01	0.000000e+00	1	1.079732e-02	0.900000	0.200000
-5.667776e-01	-9.819890e-01	1.705303e-13	1.000493e-01	5.341375e-03	3.005643e-01	3.827084e-01	4.045484e-01	2.360294e-01	1.400519e+02	5.667776e-01	9.819890e-01	0.000000e+00	1	1.042717e-02	0.900000	0.200000
-5.759950e-01	-9.728960e-01	2.000000e+00	1.946794e-01	2.267129e-04	3.000185e-01	3.734152e-01	4.025797e-01	2.388352e-01	1.421203e+02	5.759950e-01	9.728960e-01	0.000000e+00	1	2.107066e-02	0.900000	0.200000
-6.870343e-01	-8.682368e-01	1.705303e-13	5.300511e-02	1.573147e-05	3.001794e-01	3.768656e-01	4.060235e-01	2.244819e-01	1.420220e+02	6.870343e-01	8.682368e-01	0.000000e+00	1	2.234129e-03	0.900000	0.200000
-6.853760e-01	-8.695135e-01	1.705303e-13	9.579186e-02	7.352836e-04	3.001851e-01	3.758525e-01	4.042177e-01	2.272850e-01	1.418394e+02	6.853760e-01	8.695135e-01	0.000000e+00	1	1.226803e-02	0.900000	0.200000
-6.870343e-01	-8.682368e-01	1.705303e-13	1.833579e-02	2.438127e-03	3.001923e-01	3.769317e-01	4.051318e-01	2.196918e-01	1.420220e+02	6.870343e-01	8.682368e-01	0.000000e+00	1	0.000000e+00	0.900000	0.200000
-7.807947e-01	-7.927865e-01	1.705303e-13	3.885562e-02	2.792053e-03	3.002065e-01	3.735035e-01	3.997763e-01	2.143729e-01	1.419405e+02	7.807947e-01	7.927865e-01	0.000000e+00	1	0.000000e+00	0.900000	0.200000
-6.133243e-01	-9.358530e-01	1.000000e+00	1.767621e-01	1.009248e-03	3.000567e-01	3.750209e-01	4.039505e-01	2.365609e-01	1.418427e+02	6.133243e-01	9.358530e-01	0.000000e+00	1	4.374774e-04	0.900000	0.200000
-6.335421e-01	-9.127495e-01	2.000000e+00	1.437100e-01	1.796221e-03	3.018375e-01	3.742376e-01	4.030229e-01	2.304872e-01	1.420580e+02	6.335421e-01	9.127495e-01	0.000000e+00	1	9.766791e-03	0.900000	0.200000
-6.800017e-01	-8.757682e-01	1.705303e-13	1.504159e-01	2.781574e-03	3.000209e-01	3.705356e-01	3.988963e-01	2.234707e-01	1.419633e+02	6.800017e-01	8.757682e-01	0.000000e+00	1	3.539410e-03	0.900000	0.200000
-5.632167e-01	-9.865416e-01	1.705303e-13	1.748073e-01	1.811355e-03	3.001880e-01	3.724679e-01	4.045902e-01	2.422238e-01	1.420475e+02	5.632167e-01	9.865416e-01	0.000000e+00	1	0.000000e+00	0.900000	0.200000
-9.183089e-01	-5.956765e-01	2.000000e+00	1.674442e-01	2.762631e-03	3.001350e-01	3.641472e-01	3.974274e-01	2.248640e-01	1.461851e+02	9.183089e-01	5.956765e-01	0.000000e+00	1	1.000000e+14	0.900000	0.200000
-7.807947e-01	-7.927865e-01	1.705303e-13	3.897777e-02	2.410840e-03	3.002932e-01	3.735035e-01	3.997763e-01	2.143729e-01	1.419405e+02	7.807947e-01	7.927865e-01	0.000000e+00	1	0.000000e+00	0.900000	0.200000
-6.133243e-01	-9.358530e-01	1.000000e+00	1.766887e-01	1.144020e-03	3.000195e-01	3.750209e-01	4.039505e-01	2.365609e-01	1.418427e+02	6.133243e-01	9.358530e-01	0.000000e+00	1	7.503407e-03	0.900000	0.200000
-6.394921e-01	-9.085182e-01	1.705303e-13	7.688759e-02	4.386358e-04	3.018051e-01	3.748091e-01	4.054666e-01	2.234310e-01	1.420699e+02	6.394921e-01	9.085182e-01	0.000000e+00	1	8.850891e-03	0.900000	0.200000
