# This file contains the data of initial population
# of objectives = 1, # of constraints = 1, # of real_var = 5, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
1.797693e+308	-2.500000e+02	5.360661e-01	2.343034e-01	1.552688e-01	9.710960e-02	1.290597e+02	-2.500000e+02	75	0.000000e+00
1.676450e+01	-1.360000e+02	5.331078e-01	2.774401e-01	3.296066e-01	6.581150e-02	4.429204e+01	-1.360000e+02	31	1.000000e+14
9.497208e+00	-1.650000e+02	6.594651e-01	4.527538e-01	4.978442e-01	2.693603e-01	-1.177092e+02	-1.650000e+02	42	1.000000e+14
2.389005e+00	-1.750000e+02	3.693522e-01	2.621432e-01	3.829530e-01	2.795515e-01	1.025505e+02	-1.750000e+02	46	1.000000e+14
1.797693e+308	-2.500000e+02	6.395488e-01	1.547758e-01	2.195214e-01	7.036300e-02	-1.310007e+00	-2.500000e+02	75	0.000000e+00
1.797693e+308	-2.500000e+02	8.913309e-01	3.118279e-01	3.153657e-01	8.998926e-02	-1.163847e+02	-2.500000e+02	75	0.000000e+00
1.797693e+308	-2.500000e+02	6.506272e-01	2.606373e-01	1.592934e-01	1.842849e-01	4.799486e+01	-2.500000e+02	75	0.000000e+00
1.797693e+308	-2.500000e+02	8.110151e-01	3.851088e-01	4.627017e-01	1.318441e-01	-1.746761e+02	-2.500000e+02	75	0.000000e+00
1.797693e+308	-2.500000e+02	9.225478e-01	2.659061e-01	3.829263e-01	1.868945e-01	8.106892e+01	-2.500000e+02	75	0.000000e+00
5.316517e+00	-1.110000e+02	6.457173e-01	3.608026e-01	3.432223e-01	2.175621e-01	5.366409e+01	-1.110000e+02	22	1.000000e+14
4.181394e+00	-1.990000e+02	3.487439e-01	4.533152e-01	2.616048e-01	2.832425e-01	-1.676042e+02	-1.990000e+02	53	1.000000e+14
7.223496e+01	-3.800000e+01	4.500200e-01	3.172700e-01	3.429586e-01	8.468008e-02	5.644508e+01	-3.800000e+01	7	1.000000e+14
1.797693e+308	-2.500000e+02	6.294769e-01	2.150249e-01	1.718122e-01	2.342987e-01	-1.111735e+02	-2.500000e+02	75	0.000000e+00
1.533435e+00	-2.390000e+02	4.396550e-01	3.061920e-01	2.010355e-01	2.174516e-01	-1.126451e+00	-2.390000e+02	68	1.000000e+14
1.873698e+01	-2.090000e+02	8.378418e-01	4.983661e-01	2.427080e-01	2.308418e-01	4.145923e+01	-2.090000e+02	60	1.000000e+14
1.797693e+308	-2.500000e+02	7.863419e-01	2.429819e-01	2.952251e-01	1.687816e-01	4.565544e+01	-2.500000e+02	75	0.000000e+00
1.797693e+308	-2.500000e+02	9.891158e-01	4.724071e-01	1.574329e-01	1.765501e-01	-1.644248e+02	-2.500000e+02	75	0.000000e+00
